description,Array,Dynamic Programming,String,Math,Tree,Depth-first Search,Greedy,Hash Table,Binary Search,Breadth-first Search,Sort,Two Pointers,Backtracking,Stack,Design,Graph,Bit Manipulation,Heap,Linked List,Recursion,Union Find,Sliding Window,Trie,Divide and Conquer,Segment Tree,Ordered Map,Queue,Minimax,Geometry,Binary Indexed Tree,Brainteaser,Topological Sort,Line Sweep,Random,Dequeue,Binary Search Tree,Suffix Array,Rolling Hash,Reservoir Sampling,Rejection Sampling,Memoization,OOP,Meet in the Middle
"Given a string s containing some parenthesis pairs, each pair containing a non-null key.

For example, in the string ""(name)is(age)yearsold"", there are two parenthesis pairs containing the keys ""name"" and ""age"".

You know the values ​​for various keys. This is represented by the two-dimensional string array ""knowledge"", where each ""knowledge[i] = [keyi, valuei]"" represents the value ""valuei"" for the key ""keyi"".

Your task is to evaluate all pairs of brackets. When you evaluate a parenthesis pair containing some key `keyi`, you will:
Replace the keyi and parenthesis pair with the valuei corresponding to the key.

If you don't know the value of the key, replace the `keyi` and parenthesis pair with a question mark `""?"" (without quotes).

Each key appears at most once in your ""knowledge"". s will not have any nested parentheses.

Returns the resulting string after evaluating all parenthesis pairs.


Example 1:
Input: s = ""(name)is(age)yearsold"", knowledge = [[""name"",""bob""],[""age"",""two""]]
Output: ""bobistwoyearsold""
explain:
The value of the key ""name"" is ""bob"", so replace ""(name)"" with ""bob"".

The key ""age"" has a value of ""two"", so replace ""(age)"" with ""two"".


Example 2:
Input: s = ""hi(name)"", knowledge = [[""a"",""b""]]
Output: ""Hi?""
Explanation: Since you don't know the value of the key ""name"", replace ""(name)"" with ""?"".


Example 3:
Input: s = ""(a)(a)(a)aaa"", knowledge = [[""a"",""yes""]]
Output: ""yesyesyesaaa""
Explanation: The same key can appear multiple times.

The value of key ""a"" is ""yes"", so replace all occurrences of ""(a)"" with ""yes"".

Note that ""a"" not within a pair of parentheses is not evaluated.


Example 4:
Input: s = ""(a)(b)"", knowledge = [[""a"",""b""],[""b"",""a""]]
Output: ""ba""

constraint:
`1 <= s.length <= 105`
`0 <= knowledge length <= 105`
`knowledge[i].length == 2`
`1 <= keyi.length, valuei.length <= 10`
`s` consists of lowercase English letters and parentheses `'('` and `')'`.

Each opening parenthesis `'('` in `s` will have a corresponding closing parenthesis `')'`.

The key s within each bracket pair will be non-null.

s will not have any nested parenthesis pairs.

`keyi` and `valuei` consist of lowercase English letters.

Each `keyi` in `knowledge` is unique.",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Given a positive integer `primeFactors`. You need to construct a positive integer ""n"" that satisfies the following conditions:
The number of prime factors of `n` (not necessarily distinct) is at most `primeFactors`.

The nice factor of `n` is maximized. Note that it is good if the divisor of `n` is divisible by every prime factor of `n`. For example, if `n = 12`, then its prime factors are `[2,2,3]`, then `6` and `12` are good divisors, but `3` and `4` are not.

Returns a nice divisor of n. Since that number might be too large, it is returned modulo 109 + 7.

Note that a prime number is a natural number greater than ""1"", which is not the product of two smaller natural numbers. The prime factors of a number ""n"" are a list of prime numbers whose product equals ""n"".


Example 1:
Input: primeFactors = 5
Output: 6
Explanation: 200 is a valid value for n.

It has 5 prime factors: [2,2,2,5,5] and it has 6 good divisors: [10,20,40,50,100,200].

No other value of n has at most 5 prime factors and more good divisors.


Example 2:
Input: primeFactors = 8
Output: 18

constraint:
`1 <= primeFactors <= 109`",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"This is an interaction problem.

There is a robot in a hidden grid and you are trying to move it from a start cell to a target cell in that grid. The size of the grid is ""m x n"", and each cell in the grid is either empty or block. Ensure that the starting cell and the target cell are different and will not be blocked.

Each cell has a cost that you pay every time you move to that cell. The cost of the starting cell is not applied until the robot moves.

You want to find the minimum total cost of moving the robot to the target cell. However, you don't know the dimensions of the grid, the starting cell or the destination cell. You can only ask queries to the `GridMaster` object.

The `GridMaster` class has the following functions:
`boolean canMove(char direction)` returns `true` if the robot can move in that direction. Otherwise, it returns ""false"".

`int move(char direction)` moves the robot in that direction and returns the cost of moving to that cell. If this move would move the robot into a blocked cell or off the grid, the move will be ignored, the robot will stay in the same position, and the function will return ""-1"".

`boolean isTarget()` returns `true` if the robot is currently on the target cell. Otherwise, it returns ""false"".

Note that `direction` in the above function should be a character in `{'U','D','L','R'}`, representing up, down, left, and right directions respectively.

Returns the minimum total cost to get the robot from its initial start cell to the goal cell. Returns ""-1"" if there is no valid path between cells.

Custom tests:
The test input is read as a two-dimensional matrix ""grid"" of size ""m x n"" and four integers ""r1"", ""c1"", ""r2"" and ""c2"", where:
`grid[i][j] == 0` means cell `(i, j)` is blocked.

`grid[i][j] >= 1` means cell `(i, j)` is empty, and `grid[i][j]` is the cost of moving to that cell.

`(r1, c1)` is the starting cell of the robot.

`(r2, c2)` is the target cell for the robot.

Remember, this information will not be included in your code.


Example 1:
Input: grid = [[2,3],[1,1]], r1 = 0, c1 = 1, r2 = 1, c2 = 0
Output: 2
Explanation: One possible interaction is described as follows:
The robot initially stands on cell (0, 1), denoted by 3.

- master.canMove('U') returns false.

- master.canMove('D') returns true.

- master.canMove('L') returns true.

- master.canMove('R') returns false.

- master.move('L') moves the robot to cell (0, 0) and returns 2.

- master.isTarget() returns false.

- master.canMove('U') returns false.

- master.canMove('D') returns true.

- master.canMove('L') returns false.

- master.canMove('R') returns true.

- master.move('D') moves the robot to cell (1, 0) and returns 1.

- master.isTarget() returns true.

- master.move('L') does not move the robot and returns -1.

- master.move('R') moves the robot to cell (1, 1) and returns 1.

We now know that the goal is cell (0, 1) and the minimum total cost to reach it is 2.

Example 2:
Input: grid = [[0,3,1],[3,4,2],[1,2,0]], r1 = 2, c1 = 0, r2 = 0, c2 = 2
Output: 9
Explanation: The minimum cost path is (2,0) -> (2,1) -> (1,1) -> (1,2) -> (0,2).


Example 3:
Input: grid = [[1,0],[0,1]], r1 = 0, c1 = 0, r2 = 1, c2 = 1
Output: -1
Explanation: There is no path from the robot to the target cell.


constraint:
`1 <= n, m <= 100`
`m == grid. length`
`n == grid[i].length`
`0 <= grid[i][j] <= 100`",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"You'll get ""coordinates"", which is a string representing the coordinates of the chessboard square. Below is a chessboard for your reference.

Returns ""true"" if the square is white, and ""false"" if the square is black.

This coordinate will always represent a valid checkerboard. Coordinates are always letters first and numbers last.


Example 1:
input: coordinates = ""a1""
output: error
Explanation: From the above chessboard, the square with the coordinate ""a1"" is black, so return false.


Example 2:
input: coordinates = ""h3""
output: true
Explanation: From the above chessboard, the square with the coordinate ""h3"" is white, so return true.


Example 3:
input: coordinates = ""c7""
output: error

constraint:
`coordinates.length == 2`
`'a' <= coordinates[0] <= 'h'`
`'1' <= coordinates[1] <= '8'`",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A sentence is a list of words separated by single spaces, with no leading or trailing spaces. For example `""Hello World""`, `""HELLO""`, `""hello world hello world""` are all sentences. Words consist only of uppercase and lowercase English letters.

Two sentences ""sentence1"" and ""sentence2"" are similar if an arbitrary sentence (possibly empty) can be inserted into one of the sentences such that the two sentences become equal. For example, `sentence1 = ""Hello my name is Jane""` and `sentence2 = ""Hello Jane""` can be equal to sentence 2 by inserting `""my name is""` between `""Hello""` and `""Jane""` .

Given two sentences ""sentence1"" and ""sentence2"", return ""true"" if ""sentence1"" and ""sentence2"" are similar. Otherwise, return ""false"".


Example 1:
Input: sentence1 = ""My name is Haley"", sentence2 = ""My Haley""
output: true
Explanation: Inserting ""name is"" between ""My"" and ""Haley"" can turn sentence2 into sentence1.


Example 2:
Input: sentence1 = ""of"", sentence2 = ""many words""
output: error
Explanation: A sentence cannot be inserted into one of the sentences to make it equal to another sentence.


Example 3:
Input: sentence1 = ""eat now"", sentence2 = ""eat""
output: true
Explanation: sentence2 can be converted into sentence1 by inserting ""right now"" at the end of the sentence.


Example 4:
Input: sentence1 = ""Luky"", sentence2 = ""Luccky""
output: error

constraint:
`1 <= sentence1.length, sentence2.length <= 100`
`sentence1` and `sentence2` consist of lowercase and uppercase English letters and spaces.

Words in `sentence1` and `sentence2` are separated by a space.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Given an array ""nums"" consisting of non-negative integers. Let's define `rev(x)` to be the reciprocal of the non-negative integer `x`. For example, `rev(123) = 321` and `rev(120) = 21`. A pair of indices `(i, j)` is good if it satisfies all of the following conditions:
`0 <= i < j < nums.length`
`nums[i] + rev(nums[j]) == nums[j] + rev(nums[i])`
Returns the number of nice index pairs. Since that number might be too large, it is returned modulo 109 + 7.


Example 1:
Input: nums = [42,11,1,97]
Output: 2
Explanation: The two pairs are:
 -(0,3) : 42 + rev(97) = 42 + 79 = 121, 97 + rev(42) = 97 + 24 = 121.

 - (1,2) : 11 + rev(1) = 11 + 1 = 12, 1 + rev(11) = 1 + 11 = 12.


Example 2:
Input: nums = [13,10,35,24,76]
Output: 4

constraint:
`1 <= nums.length <= 105`
`0 <= nums[i] <= 109`",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"There is a donut shop that bakes donuts in batches of `batchSize`. They have a rule that they have to serve all the donuts from one batch before serving any donuts from the next batch. Given an integer `batchSize` and an integer array `groups`, where `groups[i]` indicates that there is a set of `groups[i]` customers that will visit the store. Every customer gets a donut.

When a group visits the store, all customers of that group must be served before serving any of the following groups. A group will be happy if they all get fresh donuts. That is, the first customer in the group does not receive the remaining donuts from the previous group.

You can freely rearrange the order of the groups. Returns the maximum possible number of happy groups after rearranging the groups.


Example 1:
Input: batchSize=3, groups=[1,2,3,4,5,6]
Output: 4
Explanation: You can arrange the groups as [6,2,4,5,1,3]. Then groups 1, 2, 4, and 6 will be happy.


Example 2:
Input: batchSize = 4, groups = [1,3,2,5,2,2,1,6]
Output: 4

constraint:
`1 <= batchSize <= 9`
`1 <= groups. length <= 30`
`1 <= group[i] <= 109`",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A sentence is a list of words separated by single spaces, with no leading or trailing spaces. Each word consists only of uppercase and lowercase English letters (no punctuation marks).

For example, ""Hello World"", ""HELLO"", ""hello world hello world"" are all sentences.

You are given a sentence `s` and an integer `k`. You want to truncate `s` to only contain the first `k` words. Return `s` after truncating.


Example 1:
Input: s = ""Hello how are you Contestant"", k = 4
Output: ""Hello, how are you""
explain:
The words in s are [""Hello"", ""how"" ""are"", ""you"", ""Contestant""].

The first 4 words are [""Hello"", ""how"", ""are"", ""you""].

So you should return ""Hi, how are you"".


Example 2:
Input: s = ""What is the solution to this problem"", k = 4
Output: ""What is the solution""
explain:
The words in s are [""What"", ""is"" ""the"", ""solution"", ""to"", ""this"", ""problem""].

The first 4 words are [""What"", ""is"", ""the"", ""solution""].

So you should return ""what is the solution"".


Example 3:
Input: s = ""chopper is not a tanuki"", k = 5
Output: ""chopper is not a tanuki""

constraint:
`1 <= s.length <= 500`
`k` in the range `[1, number of words in s]`.

`s` consists only of lowercase and uppercase English letters and spaces.

Words in s are separated by a space.

No leading or trailing spaces.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"You will get the user's operation log on LeetCode, and an integer ""k"". Logs are represented by a two-dimensional array of integers ""logs"", where each ""logs[i] = [IDi, timei]"" represents an action performed by a user with ""IDi"" at ""timei"" minutes.

Multiple users can perform operations at the same time, and one user can perform multiple operations in the same minute.

User Active Minutes (UAM) for a given user is defined as the number of unique minutes the user performs actions on LeetCode. A minute can only be counted once, even if multiple actions occurred during that time.

You want to compute a 1-indexed array `answer` of size `k` such that for each `j` (`1 <= j <= k`), `answer[j]` is the number of users whose UAM is equal to` j`.

Returns the array ""answer"" as above.


Example 1:
Input: logs = [[0,5],[1,2],[0,2],[0,5],[1,3]], k = 5
Output: [0,2,0,0,0]
explain:
User with ID=0 performed the action again at minutes 5, 2, 5. Therefore, they have a UAM of 2 (only counted once for the 5th minute).

User with ID=1 performed an action in minutes 2 and 3. Therefore, their UAM is 2.

Since both users have a UAM of 2, answer[2] is 2 and the remaining answer[j] values ​​are 0.


Example 2:
Input: logs = [[1,1],[2,2],[2,3]], k = 4
Output: [1,1,0,0]
explain:
User with ID=1 performed an action in the 1st minute. Therefore, their UAM is 1.

User with ID=2 performed an action in minutes 2 and 3. Therefore, their UAM is 2.

There is a user with UAM 1 and a user with UAM 2.

Therefore, answer[1] = 1, answer[2] = 1, and the rest are 0.


constraint:
`1 <= logs.length <= 104`
`0 <= IDi <= 109`
`1 <= time <= 105`
`k` in the range `[user's max UAM, 105]`.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Given two arrays ""nums1"" and ""nums2"" of positive integers, both of length ""n"".

The absolute sum difference of the arrays ""nums1"" and ""nums2"" is defined as the sum of ""|nums1[i] - nums2[i]|"" for each ""0 <= i < n"" (starting from 0).

You can replace at most one element of `nums1` with any other element in `nums1` to minimize the absolute sum difference.

Returns the smallest absolute sum difference after replacing at most one element in the array `nums1`. Since the answer can be large, return it modulo 109 + 7.

`|x|` is defined as:
`x` if `x >= 0`, or
`-x` if `x < 0`.


Example 1:
Input: nums1 = [1,7,5], nums2 = [2,3,5]
Output: 3
Explanation: There are two possible optimal solutions:
- replace the second element with the first: [1,7,5] => [1,1,5], or
- Replace the second element with the third: [1,7,5] => [1,5,5].

Both produce the absolute sum difference of `|1-2| + (|1-3| or |5-3|) + |5-5| = `3.


Example 2:
Input: nums1 = [2,4,6,8,10], nums2 = [2,4,6,8,10]
output: 0
Explanation: nums1 is equal to nums2, so no substitution is needed. This will result in
The absolute sum and difference is 0.


Example 3:
Input: nums1 = [1,10,4,4,2,7], nums2 = [9,3,5,1,7,4]
Output: 20
Explanation: Replace the first element with the second: [1,10,4,4,2,7] => [10,10,4,4,2,7].

This yields an absolute sum difference of `|10-9|. + |10-3| + |4-5| + |4-1| + |2-7| + |7-4| = 20`

constraint:
`n == nums1. length`
`n == nums2. length`
`1 <= n <= 105`
`1 <= nums1[i], nums2[i] <= 105`",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Given an array ""nums"" consisting of positive integers.

The GCD of a sequence is defined as the largest integer that divides all the numbers in the sequence.

For example, the sequence ""[4,6,16]"" has a GCD of ""2"".

A subsequence of an array is a sequence that can be formed by removing some (possibly none) of the elements of the array.

For example, ""[2,5,10]"" is a subsequence of ""[1,2,1,2,4,1,5,10]"".

Returns the number of distinct GCDs in all non-empty subsequences of `nums`.


Example 1:
Input: nums = [6,10,3]
Output: 5
Explanation: The figure shows all non-empty subsequences and their GCDs.

The different GCDs are 6, 10, 3, 2 and 1.


Example 2:
Input: nums = [5,15,40,5,6]
Output: 7

constraint:
`1 <= nums.length <= 105`
`1 <= nums[i] <= 2 * 105`",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
